Date,Month Key,Month,Quarter,Year,Day Of Week Key,Day Of Week,Day Of Month,Year Quarter,Year Month,Year Month Key
2021-03-14,3,Mar,Q1,2021,1,Sun,14,2021-Q1,2021-Mar,202103
2021-03-15,3,Mar,Q1,2021,2,Mon,15,2021-Q1,2021-Mar,202103
2021-03-16,3,Mar,Q1,2021,3,Tue,16,2021-Q1,2021-Mar,202103
2021-03-17,3,Mar,Q1,2021,4,Wed,17,2021-Q1,2021-Mar,202103
2021-03-18,3,Mar,Q1,2021,5,Thu,18,2021-Q1,2021-Mar,202103
2021-03-19,3,Mar,Q1,2021,6,Fri,19,2021-Q1,2021-Mar,202103
2021-03-20,3,Mar,Q1,2021,7,Sat,20,2021-Q1,2021-Mar,202103
2021-03-21,3,Mar,Q1,2021,1,Sun,21,2021-Q1,2021-Mar,202103
2021-03-22,3,Mar,Q1,2021,2,Mon,22,2021-Q1,2021-Mar,202103
2021-03-23,3,Mar,Q1,2021,3,Tue,23,2021-Q1,2021-Mar,202103
2021-03-24,3,Mar,Q1,2021,4,Wed,24,2021-Q1,2021-Mar,202103
2021-03-25,3,Mar,Q1,2021,5,Thu,25,2021-Q1,2021-Mar,202103
2021-03-26,3,Mar,Q1,2021,6,Fri,26,2021-Q1,2021-Mar,202103
2021-03-27,3,Mar,Q1,2021,7,Sat,27,2021-Q1,2021-Mar,202103
2021-03-28,3,Mar,Q1,2021,1,Sun,28,2021-Q1,2021-Mar,202103
2021-03-29,3,Mar,Q1,2021,2,Mon,29,2021-Q1,2021-Mar,202103
2021-03-30,3,Mar,Q1,2021,3,Tue,30,2021-Q1,2021-Mar,202103
2021-03-31,3,Mar,Q1,2021,4,Wed,31,2021-Q1,2021-Mar,202103
2021-04-01,4,Apr,Q2,2021,5,Thu,1,2021-Q2,2021-Apr,202104
2021-04-02,4,Apr,Q2,2021,6,Fri,2,2021-Q2,2021-Apr,202104
2021-04-03,4,Apr,Q2,2021,7,Sat,3,2021-Q2,2021-Apr,202104
2021-04-04,4,Apr,Q2,2021,1,Sun,4,2021-Q2,2021-Apr,202104
2021-04-05,4,Apr,Q2,2021,2,Mon,5,2021-Q2,2021-Apr,202104
2021-04-06,4,Apr,Q2,2021,3,Tue,6,2021-Q2,2021-Apr,202104
2021-04-07,4,Apr,Q2,2021,4,Wed,7,2021-Q2,2021-Apr,202104
2021-04-08,4,Apr,Q2,2021,5,Thu,8,2021-Q2,2021-Apr,202104
2021-04-09,4,Apr,Q2,2021,6,Fri,9,2021-Q2,2021-Apr,202104
2021-04-10,4,Apr,Q2,2021,7,Sat,10,2021-Q2,2021-Apr,202104
2021-04-11,4,Apr,Q2,2021,1,Sun,11,2021-Q2,2021-Apr,202104
2021-04-12,4,Apr,Q2,2021,2,Mon,12,2021-Q2,2021-Apr,202104
2021-04-13,4,Apr,Q2,2021,3,Tue,13,2021-Q2,2021-Apr,202104
2021-04-14,4,Apr,Q2,2021,4,Wed,14,2021-Q2,2021-Apr,202104
2021-04-15,4,Apr,Q2,2021,5,Thu,15,2021-Q2,2021-Apr,202104
2021-04-16,4,Apr,Q2,2021,6,Fri,16,2021-Q2,2021-Apr,202104
2021-04-17,4,Apr,Q2,2021,7,Sat,17,2021-Q2,2021-Apr,202104
2021-04-18,4,Apr,Q2,2021,1,Sun,18,2021-Q2,2021-Apr,202104
2021-04-19,4,Apr,Q2,2021,2,Mon,19,2021-Q2,2021-Apr,202104
2021-04-20,4,Apr,Q2,2021,3,Tue,20,2021-Q2,2021-Apr,202104
2021-04-21,4,Apr,Q2,2021,4,Wed,21,2021-Q2,2021-Apr,202104
2021-04-22,4,Apr,Q2,2021,5,Thu,22,2021-Q2,2021-Apr,202104
2021-04-23,4,Apr,Q2,2021,6,Fri,23,2021-Q2,2021-Apr,202104
2021-04-24,4,Apr,Q2,2021,7,Sat,24,2021-Q2,2021-Apr,202104
2021-04-25,4,Apr,Q2,2021,1,Sun,25,2021-Q2,2021-Apr,202104
2021-04-26,4,Apr,Q2,2021,2,Mon,26,2021-Q2,2021-Apr,202104
2021-04-27,4,Apr,Q2,2021,3,Tue,27,2021-Q2,2021-Apr,202104
2021-04-28,4,Apr,Q2,2021,4,Wed,28,2021-Q2,2021-Apr,202104
2021-04-29,4,Apr,Q2,2021,5,Thu,29,2021-Q2,2021-Apr,202104
2021-04-30,4,Apr,Q2,2021,6,Fri,30,2021-Q2,2021-Apr,202104
2021-05-01,5,May,Q2,2021,7,Sat,1,2021-Q2,2021-May,202105
2021-05-02,5,May,Q2,2021,1,Sun,2,2021-Q2,2021-May,202105
2021-05-03,5,May,Q2,2021,2,Mon,3,2021-Q2,2021-May,202105
2021-05-04,5,May,Q2,2021,3,Tue,4,2021-Q2,2021-May,202105
2021-05-05,5,May,Q2,2021,4,Wed,5,2021-Q2,2021-May,202105
2021-05-06,5,May,Q2,2021,5,Thu,6,2021-Q2,2021-May,202105
2021-05-07,5,May,Q2,2021,6,Fri,7,2021-Q2,2021-May,202105
2021-05-08,5,May,Q2,2021,7,Sat,8,2021-Q2,2021-May,202105
2021-05-09,5,May,Q2,2021,1,Sun,9,2021-Q2,2021-May,202105
2021-05-10,5,May,Q2,2021,2,Mon,10,2021-Q2,2021-May,202105
2021-05-11,5,May,Q2,2021,3,Tue,11,2021-Q2,2021-May,202105
2021-05-12,5,May,Q2,2021,4,Wed,12,2021-Q2,2021-May,202105
2021-05-13,5,May,Q2,2021,5,Thu,13,2021-Q2,2021-May,202105
2021-05-14,5,May,Q2,2021,6,Fri,14,2021-Q2,2021-May,202105
2021-05-15,5,May,Q2,2021,7,Sat,15,2021-Q2,2021-May,202105
2021-05-16,5,May,Q2,2021,1,Sun,16,2021-Q2,2021-May,202105
2021-05-17,5,May,Q2,2021,2,Mon,17,2021-Q2,2021-May,202105
2021-05-18,5,May,Q2,2021,3,Tue,18,2021-Q2,2021-May,202105
2021-05-19,5,May,Q2,2021,4,Wed,19,2021-Q2,2021-May,202105
2021-05-20,5,May,Q2,2021,5,Thu,20,2021-Q2,2021-May,202105
2021-05-21,5,May,Q2,2021,6,Fri,21,2021-Q2,2021-May,202105
2021-05-22,5,May,Q2,2021,7,Sat,22,2021-Q2,2021-May,202105
2021-05-23,5,May,Q2,2021,1,Sun,23,2021-Q2,2021-May,202105
2021-05-24,5,May,Q2,2021,2,Mon,24,2021-Q2,2021-May,202105
2021-05-25,5,May,Q2,2021,3,Tue,25,2021-Q2,2021-May,202105
2021-05-26,5,May,Q2,2021,4,Wed,26,2021-Q2,2021-May,202105
2021-05-27,5,May,Q2,2021,5,Thu,27,2021-Q2,2021-May,202105
2021-05-28,5,May,Q2,2021,6,Fri,28,2021-Q2,2021-May,202105
2021-05-29,5,May,Q2,2021,7,Sat,29,2021-Q2,2021-May,202105
2021-05-30,5,May,Q2,2021,1,Sun,30,2021-Q2,2021-May,202105
2021-05-31,5,May,Q2,2021,2,Mon,31,2021-Q2,2021-May,202105
2021-06-01,6,Jun,Q2,2021,3,Tue,1,2021-Q2,2021-Jun,202106
2021-06-02,6,Jun,Q2,2021,4,Wed,2,2021-Q2,2021-Jun,202106
2021-06-03,6,Jun,Q2,2021,5,Thu,3,2021-Q2,2021-Jun,202106
2021-06-04,6,Jun,Q2,2021,6,Fri,4,2021-Q2,2021-Jun,202106
2021-06-05,6,Jun,Q2,2021,7,Sat,5,2021-Q2,2021-Jun,202106
2021-06-06,6,Jun,Q2,2021,1,Sun,6,2021-Q2,2021-Jun,202106
2021-06-07,6,Jun,Q2,2021,2,Mon,7,2021-Q2,2021-Jun,202106
2021-06-08,6,Jun,Q2,2021,3,Tue,8,2021-Q2,2021-Jun,202106
2021-06-09,6,Jun,Q2,2021,4,Wed,9,2021-Q2,2021-Jun,202106
2021-06-10,6,Jun,Q2,2021,5,Thu,10,2021-Q2,2021-Jun,202106
2021-06-11,6,Jun,Q2,2021,6,Fri,11,2021-Q2,2021-Jun,202106
2021-06-12,6,Jun,Q2,2021,7,Sat,12,2021-Q2,2021-Jun,202106
2021-06-13,6,Jun,Q2,2021,1,Sun,13,2021-Q2,2021-Jun,202106
2021-06-14,6,Jun,Q2,2021,2,Mon,14,2021-Q2,2021-Jun,202106
2021-06-15,6,Jun,Q2,2021,3,Tue,15,2021-Q2,2021-Jun,202106
2021-06-16,6,Jun,Q2,2021,4,Wed,16,2021-Q2,2021-Jun,202106
2021-06-17,6,Jun,Q2,2021,5,Thu,17,2021-Q2,2021-Jun,202106
2021-06-18,6,Jun,Q2,2021,6,Fri,18,2021-Q2,2021-Jun,202106
2021-06-19,6,Jun,Q2,2021,7,Sat,19,2021-Q2,2021-Jun,202106
2021-06-20,6,Jun,Q2,2021,1,Sun,20,2021-Q2,2021-Jun,202106
2021-06-21,6,Jun,Q2,2021,2,Mon,21,2021-Q2,2021-Jun,202106
2021-06-22,6,Jun,Q2,2021,3,Tue,22,2021-Q2,2021-Jun,202106
2021-06-23,6,Jun,Q2,2021,4,Wed,23,2021-Q2,2021-Jun,202106
2021-06-24,6,Jun,Q2,2021,5,Thu,24,2021-Q2,2021-Jun,202106
2021-06-25,6,Jun,Q2,2021,6,Fri,25,2021-Q2,2021-Jun,202106
2021-06-26,6,Jun,Q2,2021,7,Sat,26,2021-Q2,2021-Jun,202106
2021-06-27,6,Jun,Q2,2021,1,Sun,27,2021-Q2,2021-Jun,202106
2021-06-28,6,Jun,Q2,2021,2,Mon,28,2021-Q2,2021-Jun,202106
2021-06-29,6,Jun,Q2,2021,3,Tue,29,2021-Q2,2021-Jun,202106
2021-06-30,6,Jun,Q2,2021,4,Wed,30,2021-Q2,2021-Jun,202106
2021-07-01,7,Jul,Q3,2021,5,Thu,1,2021-Q3,2021-Jul,202107
2021-07-02,7,Jul,Q3,2021,6,Fri,2,2021-Q3,2021-Jul,202107
2021-07-03,7,Jul,Q3,2021,7,Sat,3,2021-Q3,2021-Jul,202107
2021-07-04,7,Jul,Q3,2021,1,Sun,4,2021-Q3,2021-Jul,202107
2021-07-05,7,Jul,Q3,2021,2,Mon,5,2021-Q3,2021-Jul,202107
2021-07-06,7,Jul,Q3,2021,3,Tue,6,2021-Q3,2021-Jul,202107
2021-07-07,7,Jul,Q3,2021,4,Wed,7,2021-Q3,2021-Jul,202107
2021-07-08,7,Jul,Q3,2021,5,Thu,8,2021-Q3,2021-Jul,202107
2021-07-09,7,Jul,Q3,2021,6,Fri,9,2021-Q3,2021-Jul,202107
2021-07-10,7,Jul,Q3,2021,7,Sat,10,2021-Q3,2021-Jul,202107
2021-07-11,7,Jul,Q3,2021,1,Sun,11,2021-Q3,2021-Jul,202107
2021-07-12,7,Jul,Q3,2021,2,Mon,12,2021-Q3,2021-Jul,202107
2021-07-13,7,Jul,Q3,2021,3,Tue,13,2021-Q3,2021-Jul,202107
2021-07-14,7,Jul,Q3,2021,4,Wed,14,2021-Q3,2021-Jul,202107
2021-07-15,7,Jul,Q3,2021,5,Thu,15,2021-Q3,2021-Jul,202107
2021-07-16,7,Jul,Q3,2021,6,Fri,16,2021-Q3,2021-Jul,202107
2021-07-17,7,Jul,Q3,2021,7,Sat,17,2021-Q3,2021-Jul,202107
2021-07-18,7,Jul,Q3,2021,1,Sun,18,2021-Q3,2021-Jul,202107
2021-07-19,7,Jul,Q3,2021,2,Mon,19,2021-Q3,2021-Jul,202107
2021-07-20,7,Jul,Q3,2021,3,Tue,20,2021-Q3,2021-Jul,202107
2021-07-21,7,Jul,Q3,2021,4,Wed,21,2021-Q3,2021-Jul,202107
2021-07-22,7,Jul,Q3,2021,5,Thu,22,2021-Q3,2021-Jul,202107
2021-07-23,7,Jul,Q3,2021,6,Fri,23,2021-Q3,2021-Jul,202107
2021-07-24,7,Jul,Q3,2021,7,Sat,24,2021-Q3,2021-Jul,202107
2021-07-25,7,Jul,Q3,2021,1,Sun,25,2021-Q3,2021-Jul,202107
2021-07-26,7,Jul,Q3,2021,2,Mon,26,2021-Q3,2021-Jul,202107
2021-07-27,7,Jul,Q3,2021,3,Tue,27,2021-Q3,2021-Jul,202107
2021-07-28,7,Jul,Q3,2021,4,Wed,28,2021-Q3,2021-Jul,202107
2021-07-29,7,Jul,Q3,2021,5,Thu,29,2021-Q3,2021-Jul,202107
2021-07-30,7,Jul,Q3,2021,6,Fri,30,2021-Q3,2021-Jul,202107
2021-07-31,7,Jul,Q3,2021,7,Sat,31,2021-Q3,2021-Jul,202107
2021-08-01,8,Aug,Q3,2021,1,Sun,1,2021-Q3,2021-Aug,202108
2021-08-02,8,Aug,Q3,2021,2,Mon,2,2021-Q3,2021-Aug,202108
2021-08-03,8,Aug,Q3,2021,3,Tue,3,2021-Q3,2021-Aug,202108
2021-08-04,8,Aug,Q3,2021,4,Wed,4,2021-Q3,2021-Aug,202108
2021-08-05,8,Aug,Q3,2021,5,Thu,5,2021-Q3,2021-Aug,202108
2021-08-06,8,Aug,Q3,2021,6,Fri,6,2021-Q3,2021-Aug,202108
2021-08-07,8,Aug,Q3,2021,7,Sat,7,2021-Q3,2021-Aug,202108
2021-08-08,8,Aug,Q3,2021,1,Sun,8,2021-Q3,2021-Aug,202108
2021-08-09,8,Aug,Q3,2021,2,Mon,9,2021-Q3,2021-Aug,202108
2021-08-10,8,Aug,Q3,2021,3,Tue,10,2021-Q3,2021-Aug,202108
2021-08-11,8,Aug,Q3,2021,4,Wed,11,2021-Q3,2021-Aug,202108
2021-08-12,8,Aug,Q3,2021,5,Thu,12,2021-Q3,2021-Aug,202108
2021-08-13,8,Aug,Q3,2021,6,Fri,13,2021-Q3,2021-Aug,202108
2021-08-14,8,Aug,Q3,2021,7,Sat,14,2021-Q3,2021-Aug,202108
2021-08-15,8,Aug,Q3,2021,1,Sun,15,2021-Q3,2021-Aug,202108
2021-08-16,8,Aug,Q3,2021,2,Mon,16,2021-Q3,2021-Aug,202108
2021-08-17,8,Aug,Q3,2021,3,Tue,17,2021-Q3,2021-Aug,202108
2021-08-18,8,Aug,Q3,2021,4,Wed,18,2021-Q3,2021-Aug,202108
2021-08-19,8,Aug,Q3,2021,5,Thu,19,2021-Q3,2021-Aug,202108
2021-08-20,8,Aug,Q3,2021,6,Fri,20,2021-Q3,2021-Aug,202108
2021-08-21,8,Aug,Q3,2021,7,Sat,21,2021-Q3,2021-Aug,202108
2021-08-22,8,Aug,Q3,2021,1,Sun,22,2021-Q3,2021-Aug,202108
2021-08-23,8,Aug,Q3,2021,2,Mon,23,2021-Q3,2021-Aug,202108
2021-08-24,8,Aug,Q3,2021,3,Tue,24,2021-Q3,2021-Aug,202108
2021-08-25,8,Aug,Q3,2021,4,Wed,25,2021-Q3,2021-Aug,202108
2021-08-26,8,Aug,Q3,2021,5,Thu,26,2021-Q3,2021-Aug,202108
2021-08-27,8,Aug,Q3,2021,6,Fri,27,2021-Q3,2021-Aug,202108
2021-08-28,8,Aug,Q3,2021,7,Sat,28,2021-Q3,2021-Aug,202108
2021-08-29,8,Aug,Q3,2021,1,Sun,29,2021-Q3,2021-Aug,202108
2021-08-30,8,Aug,Q3,2021,2,Mon,30,2021-Q3,2021-Aug,202108
2021-08-31,8,Aug,Q3,2021,3,Tue,31,2021-Q3,2021-Aug,202108
2021-09-01,9,Sep,Q3,2021,4,Wed,1,2021-Q3,2021-Sep,202109
2021-09-02,9,Sep,Q3,2021,5,Thu,2,2021-Q3,2021-Sep,202109
2021-09-03,9,Sep,Q3,2021,6,Fri,3,2021-Q3,2021-Sep,202109
2021-09-04,9,Sep,Q3,2021,7,Sat,4,2021-Q3,2021-Sep,202109
2021-09-05,9,Sep,Q3,2021,1,Sun,5,2021-Q3,2021-Sep,202109
2021-09-06,9,Sep,Q3,2021,2,Mon,6,2021-Q3,2021-Sep,202109
2021-09-07,9,Sep,Q3,2021,3,Tue,7,2021-Q3,2021-Sep,202109
2021-09-08,9,Sep,Q3,2021,4,Wed,8,2021-Q3,2021-Sep,202109
2021-09-09,9,Sep,Q3,2021,5,Thu,9,2021-Q3,2021-Sep,202109
2021-09-10,9,Sep,Q3,2021,6,Fri,10,2021-Q3,2021-Sep,202109
2021-09-11,9,Sep,Q3,2021,7,Sat,11,2021-Q3,2021-Sep,202109
2021-09-12,9,Sep,Q3,2021,1,Sun,12,2021-Q3,2021-Sep,202109
2021-09-13,9,Sep,Q3,2021,2,Mon,13,2021-Q3,2021-Sep,202109
2021-09-14,9,Sep,Q3,2021,3,Tue,14,2021-Q3,2021-Sep,202109
2021-09-15,9,Sep,Q3,2021,4,Wed,15,2021-Q3,2021-Sep,202109
2021-09-16,9,Sep,Q3,2021,5,Thu,16,2021-Q3,2021-Sep,202109
2021-09-17,9,Sep,Q3,2021,6,Fri,17,2021-Q3,2021-Sep,202109
2021-09-18,9,Sep,Q3,2021,7,Sat,18,2021-Q3,2021-Sep,202109
2021-09-19,9,Sep,Q3,2021,1,Sun,19,2021-Q3,2021-Sep,202109
2021-09-20,9,Sep,Q3,2021,2,Mon,20,2021-Q3,2021-Sep,202109
2021-09-21,9,Sep,Q3,2021,3,Tue,21,2021-Q3,2021-Sep,202109
2021-09-22,9,Sep,Q3,2021,4,Wed,22,2021-Q3,2021-Sep,202109
2021-09-23,9,Sep,Q3,2021,5,Thu,23,2021-Q3,2021-Sep,202109
2021-09-24,9,Sep,Q3,2021,6,Fri,24,2021-Q3,2021-Sep,202109
2021-09-25,9,Sep,Q3,2021,7,Sat,25,2021-Q3,2021-Sep,202109
2021-09-26,9,Sep,Q3,2021,1,Sun,26,2021-Q3,2021-Sep,202109
2021-09-27,9,Sep,Q3,2021,2,Mon,27,2021-Q3,2021-Sep,202109
2021-09-28,9,Sep,Q3,2021,3,Tue,28,2021-Q3,2021-Sep,202109
2021-09-29,9,Sep,Q3,2021,4,Wed,29,2021-Q3,2021-Sep,202109
2021-09-30,9,Sep,Q3,2021,5,Thu,30,2021-Q3,2021-Sep,202109
2021-10-01,10,Oct,Q4,2021,6,Fri,1,2021-Q4,2021-Oct,202110
2021-10-02,10,Oct,Q4,2021,7,Sat,2,2021-Q4,2021-Oct,202110
2021-10-03,10,Oct,Q4,2021,1,Sun,3,2021-Q4,2021-Oct,202110
2021-10-04,10,Oct,Q4,2021,2,Mon,4,2021-Q4,2021-Oct,202110
2021-10-05,10,Oct,Q4,2021,3,Tue,5,2021-Q4,2021-Oct,202110
2021-10-06,10,Oct,Q4,2021,4,Wed,6,2021-Q4,2021-Oct,202110
2021-10-07,10,Oct,Q4,2021,5,Thu,7,2021-Q4,2021-Oct,202110
2021-10-08,10,Oct,Q4,2021,6,Fri,8,2021-Q4,2021-Oct,202110
2021-10-09,10,Oct,Q4,2021,7,Sat,9,2021-Q4,2021-Oct,202110
2021-10-10,10,Oct,Q4,2021,1,Sun,10,2021-Q4,2021-Oct,202110
2021-10-11,10,Oct,Q4,2021,2,Mon,11,2021-Q4,2021-Oct,202110
2021-10-12,10,Oct,Q4,2021,3,Tue,12,2021-Q4,2021-Oct,202110
2021-10-13,10,Oct,Q4,2021,4,Wed,13,2021-Q4,2021-Oct,202110
2021-10-14,10,Oct,Q4,2021,5,Thu,14,2021-Q4,2021-Oct,202110
2021-10-15,10,Oct,Q4,2021,6,Fri,15,2021-Q4,2021-Oct,202110
2021-10-16,10,Oct,Q4,2021,7,Sat,16,2021-Q4,2021-Oct,202110
2021-10-17,10,Oct,Q4,2021,1,Sun,17,2021-Q4,2021-Oct,202110
2021-10-18,10,Oct,Q4,2021,2,Mon,18,2021-Q4,2021-Oct,202110
2021-10-19,10,Oct,Q4,2021,3,Tue,19,2021-Q4,2021-Oct,202110
2021-10-20,10,Oct,Q4,2021,4,Wed,20,2021-Q4,2021-Oct,202110
2021-10-21,10,Oct,Q4,2021,5,Thu,21,2021-Q4,2021-Oct,202110
2021-10-22,10,Oct,Q4,2021,6,Fri,22,2021-Q4,2021-Oct,202110
2021-10-23,10,Oct,Q4,2021,7,Sat,23,2021-Q4,2021-Oct,202110
2021-10-24,10,Oct,Q4,2021,1,Sun,24,2021-Q4,2021-Oct,202110
2021-10-25,10,Oct,Q4,2021,2,Mon,25,2021-Q4,2021-Oct,202110
2021-10-26,10,Oct,Q4,2021,3,Tue,26,2021-Q4,2021-Oct,202110
2021-10-27,10,Oct,Q4,2021,4,Wed,27,2021-Q4,2021-Oct,202110
2021-10-28,10,Oct,Q4,2021,5,Thu,28,2021-Q4,2021-Oct,202110
2021-10-29,10,Oct,Q4,2021,6,Fri,29,2021-Q4,2021-Oct,202110
2021-10-30,10,Oct,Q4,2021,7,Sat,30,2021-Q4,2021-Oct,202110
2021-10-31,10,Oct,Q4,2021,1,Sun,31,2021-Q4,2021-Oct,202110
2021-11-01,11,Nov,Q4,2021,2,Mon,1,2021-Q4,2021-Nov,202111
2021-11-02,11,Nov,Q4,2021,3,Tue,2,2021-Q4,2021-Nov,202111
2021-11-03,11,Nov,Q4,2021,4,Wed,3,2021-Q4,2021-Nov,202111
2021-11-04,11,Nov,Q4,2021,5,Thu,4,2021-Q4,2021-Nov,202111
2021-11-05,11,Nov,Q4,2021,6,Fri,5,2021-Q4,2021-Nov,202111
2021-11-06,11,Nov,Q4,2021,7,Sat,6,2021-Q4,2021-Nov,202111
2021-11-07,11,Nov,Q4,2021,1,Sun,7,2021-Q4,2021-Nov,202111
2021-11-08,11,Nov,Q4,2021,2,Mon,8,2021-Q4,2021-Nov,202111
2021-11-09,11,Nov,Q4,2021,3,Tue,9,2021-Q4,2021-Nov,202111
2021-11-10,11,Nov,Q4,2021,4,Wed,10,2021-Q4,2021-Nov,202111
2021-11-11,11,Nov,Q4,2021,5,Thu,11,2021-Q4,2021-Nov,202111
2021-11-12,11,Nov,Q4,2021,6,Fri,12,2021-Q4,2021-Nov,202111
2021-11-13,11,Nov,Q4,2021,7,Sat,13,2021-Q4,2021-Nov,202111
2021-11-14,11,Nov,Q4,2021,1,Sun,14,2021-Q4,2021-Nov,202111
2021-11-15,11,Nov,Q4,2021,2,Mon,15,2021-Q4,2021-Nov,202111
2021-11-16,11,Nov,Q4,2021,3,Tue,16,2021-Q4,2021-Nov,202111
2021-11-17,11,Nov,Q4,2021,4,Wed,17,2021-Q4,2021-Nov,202111
2021-11-18,11,Nov,Q4,2021,5,Thu,18,2021-Q4,2021-Nov,202111
2021-11-19,11,Nov,Q4,2021,6,Fri,19,2021-Q4,2021-Nov,202111
2021-11-20,11,Nov,Q4,2021,7,Sat,20,2021-Q4,2021-Nov,202111
2021-11-21,11,Nov,Q4,2021,1,Sun,21,2021-Q4,2021-Nov,202111
2021-11-22,11,Nov,Q4,2021,2,Mon,22,2021-Q4,2021-Nov,202111
2021-11-23,11,Nov,Q4,2021,3,Tue,23,2021-Q4,2021-Nov,202111
2021-11-24,11,Nov,Q4,2021,4,Wed,24,2021-Q4,2021-Nov,202111
2021-11-25,11,Nov,Q4,2021,5,Thu,25,2021-Q4,2021-Nov,202111
2021-11-26,11,Nov,Q4,2021,6,Fri,26,2021-Q4,2021-Nov,202111
2021-11-27,11,Nov,Q4,2021,7,Sat,27,2021-Q4,2021-Nov,202111
2021-11-28,11,Nov,Q4,2021,1,Sun,28,2021-Q4,2021-Nov,202111
2021-11-29,11,Nov,Q4,2021,2,Mon,29,2021-Q4,2021-Nov,202111
2021-11-30,11,Nov,Q4,2021,3,Tue,30,2021-Q4,2021-Nov,202111
2021-12-01,12,Dec,Q4,2021,4,Wed,1,2021-Q4,2021-Dec,202112
2021-12-02,12,Dec,Q4,2021,5,Thu,2,2021-Q4,2021-Dec,202112
2021-12-03,12,Dec,Q4,2021,6,Fri,3,2021-Q4,2021-Dec,202112
2021-12-04,12,Dec,Q4,2021,7,Sat,4,2021-Q4,2021-Dec,202112
2021-12-05,12,Dec,Q4,2021,1,Sun,5,2021-Q4,2021-Dec,202112
2021-12-06,12,Dec,Q4,2021,2,Mon,6,2021-Q4,2021-Dec,202112
2021-12-07,12,Dec,Q4,2021,3,Tue,7,2021-Q4,2021-Dec,202112
2021-12-08,12,Dec,Q4,2021,4,Wed,8,2021-Q4,2021-Dec,202112
2021-12-09,12,Dec,Q4,2021,5,Thu,9,2021-Q4,2021-Dec,202112
2021-12-10,12,Dec,Q4,2021,6,Fri,10,2021-Q4,2021-Dec,202112
2021-12-11,12,Dec,Q4,2021,7,Sat,11,2021-Q4,2021-Dec,202112
2021-12-12,12,Dec,Q4,2021,1,Sun,12,2021-Q4,2021-Dec,202112
2021-12-13,12,Dec,Q4,2021,2,Mon,13,2021-Q4,2021-Dec,202112
2021-12-14,12,Dec,Q4,2021,3,Tue,14,2021-Q4,2021-Dec,202112
2021-12-15,12,Dec,Q4,2021,4,Wed,15,2021-Q4,2021-Dec,202112
2021-12-16,12,Dec,Q4,2021,5,Thu,16,2021-Q4,2021-Dec,202112
2021-12-17,12,Dec,Q4,2021,6,Fri,17,2021-Q4,2021-Dec,202112
2021-12-18,12,Dec,Q4,2021,7,Sat,18,2021-Q4,2021-Dec,202112
2021-12-19,12,Dec,Q4,2021,1,Sun,19,2021-Q4,2021-Dec,202112
2021-12-20,12,Dec,Q4,2021,2,Mon,20,2021-Q4,2021-Dec,202112
2021-12-21,12,Dec,Q4,2021,3,Tue,21,2021-Q4,2021-Dec,202112
2021-12-22,12,Dec,Q4,2021,4,Wed,22,2021-Q4,2021-Dec,202112
2021-12-23,12,Dec,Q4,2021,5,Thu,23,2021-Q4,2021-Dec,202112
2021-12-24,12,Dec,Q4,2021,6,Fri,24,2021-Q4,2021-Dec,202112
2021-12-25,12,Dec,Q4,2021,7,Sat,25,2021-Q4,2021-Dec,202112
2021-12-26,12,Dec,Q4,2021,1,Sun,26,2021-Q4,2021-Dec,202112
2021-12-27,12,Dec,Q4,2021,2,Mon,27,2021-Q4,2021-Dec,202112
2021-12-28,12,Dec,Q4,2021,3,Tue,28,2021-Q4,2021-Dec,202112
2021-12-29,12,Dec,Q4,2021,4,Wed,29,2021-Q4,2021-Dec,202112
2021-12-30,12,Dec,Q4,2021,5,Thu,30,2021-Q4,2021-Dec,202112
2021-12-31,12,Dec,Q4,2021,6,Fri,31,2021-Q4,2021-Dec,202112
